0,45.5559313458,600.600458338
1,274.696455248,12.0104908162
2,646.522686224,118.752726693
3,616.307137241,31.4706424819
4,660.680596512,549.110341246
5,781.39322584,170.687627882
6,52.9169216286,1.59935203971
7,276.186410424,19.7446081642
8,773.597128085,252.337619039
9,140.452980049,549.887174512
10,55.0492912366,58.6255464988
11,695.312212451,574.466134062
12,749.221446871,530.896786282
13,672.830125162,630.704156709
14,537.646000835,618.263303116
15,792.856395656,511.149243635
16,112.201899346,581.330161333
17,213.730069723,598.501125467
18,592.515425102,127.382205963
19,595.227504601,545.827531327
20,648.222828788,333.970863426
21,248.409586426,255.065162964
22,319.763587945,468.47445877
23,585.550613752,604.295587665
24,147.955024651,405.80818293
25,474.007562549,669.323735856
26,782.514361206,636.782345658
27,545.294064881,10.9528350583
28,59.5695269542,36.3198595547
29,111.160807659,26.0352352394
30,679.153024752,723.055260114
31,504.401499219,797.573961079
32,782.728675513,282.695849966
33,413.380904925,272.848986777
34,785.799320445,375.889911
35,56.2280962296,405.366215617
36,621.204275525,5.95683262159
37,263.606212745,246.355011527
38,517.991186008,15.8218698095
39,716.853686529,79.7972674187
